ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
train-2760	After Gettysburg, Webb received command of the division six weeks later and led it through the fall campaigns. His division played a prominent role in the Battle of Bristoe Station. When Gibbon returned to command in the spring of 1864, Webb went back to brigade command for the Overland Campaign. At the Battle of Spotsylvania Court House, in May, he was hit by a bullet that passed through the corner of his right eye and came out his ear, but did not impair his mental abilities.	he	349	Gibbon	187	FALSE	Webb	237	TRUE	http://en.wikipedia.org/wiki/Alexander_S._Webb
train-2761	The obolus, along with the mirror, was a symbol of new schismatic heretics in the short story ``The Theologians'' by Argentine author Jorge Luis Borges. In the story's discussion of the circularity of time, eternity, and the transmigration of the soul through several bodies the author uses a quote of Luke 12:59, mistranslated as ``no one will be released from prison until he has paid the last obolus'' since Luke calls the coin a lepton (a somewhat smaller denomination) rather than an obolus.	he	375	Jorge Luis Borges	134	FALSE	Luke	411	FALSE	http://en.wikipedia.org/wiki/Obol_(coin)
train-2762	This was the infamous occasion when Woodgate entered the event twice, using the name Wat Bradford in the other entry when he partnered another Kingstonian M M Brown. The rules of entry at the regatta were subsequently revised to prevent this. Corrie partnered M M Brown in 1867 to win Silver Goblets again. In 1870 Corrie partnered E Hall for his third win of SIlver Goblets.	his	343	Corrie	315	TRUE	E Hall	332	FALSE	http://en.wikipedia.org/wiki/Edward_Corrie
train-2763	Many action were too dangerous for Li because he has passed down his physical prime despite being a wushu champion. Jet Li also hurt his ankle badly on the set so Hung had to perform a lot of action. Hung was then Li's stunt double again in the sequel, Once Upon a Time in China II. He was also featured a role as the leader of the White Lotus Sect.	He	283	Hung	200	TRUE	Li	214	FALSE	http://en.wikipedia.org/wiki/Hung_Yan-yan
train-2764	Robert Martin died in 1355, his wife surviving him until 1373, when the manor passed to her eldest son by her first husband, Sir Walter de Romsey. It then passed by inheritance into the Keilway family, it being held by John Keilway on his death in 1547. His son Francis died in 1601--2, and his son Thomas succeeded to Rockbourne, which, already heavily mortgaged to Sir Anthony Ashley, he sold in 1608 to Sir Anthony's son-in-law, Sir John Cooper.	his	291	Thomas	299	FALSE	Anthony Ashley	371	FALSE	http://en.wikipedia.org/wiki/Rockbourne
train-2765	The party was founded in 1969, by Tom Burgess a disaffected former Liberal MHA who crossed the floor to become an independent when he was passed over for a cabinet seat. He was re-elected to the Newfoundland and Labrador House of Assembly from Labrador West in the 1971 provincial election under the New Labrador Party banner. The election returned a hung parliament. Burgess initially indicated that he would support the opposition Progressive Conservative Party's bid to form a government and unseat Premier Joey Smallwood's Liberals but, days after Conservative leader Frank Moores was sworn in as Premier, Burgess was enticed to rejoin the Liberals under the false promise that he would succeed Joey Smallwood as Liberal leader and Premier.	he	401	Joey Smallwood	510	FALSE	Frank Moores	572	FALSE	http://en.wikipedia.org/wiki/Labrador_Party
train-2766	Bergen successfully convinces Hilary to fly into Wistful Vista. Meanwhile, Jerry and Marge, still searching for Julie, have decided that they are still in love and get married. Back at the McGees', Molly discovers that Julie is in love with Bergen and advises her to ``sabotage'' him into marriage.	her	260	Julie	219	TRUE	Bergen	241	FALSE	http://en.wikipedia.org/wiki/Look_Who's_Laughing
train-2767	Gilbert Cruz of Entertainment Weekly called the book ``half an account of Ken's life-halting obsession with reconstructing his mythical older brother and half the biography that David always expected as a soon-to-be-famous author.'' Matthew Sweet of The Independent wrote, ``Ken Dornstein's project--his researches and the book that they have become--is both a loving tribute to the memory of his dead brother and an act of destruction and erasure...	his	300	Matthew Sweet	233	FALSE	Ken Dornstein	275	TRUE	http://en.wikipedia.org/wiki/The_Boy_Who_Fell_Out_of_the_Sky
train-2768	Sullivan never had sought elective office when, in 1986, he ran for and won the Democratic nomination for governor. Many observers believed that, following three terms with a Democratic governor (Ed Herschler) the chances for another Democrat to gain that post would be remote. Nonetheless, after a hard-fought campaign, Sullivan defeated Republican nominee Peter K. Simpson. In his 1990 reelection, he defeated the rancher and businesswoman Mary Hansen Mead of Jackson, daughter of former Republican Governor and U.S. Senator Clifford P. Hansen.	his	379	Sullivan	321	TRUE	Peter K.	358	FALSE	http://en.wikipedia.org/wiki/Mike_Sullivan_(governor)
train-2769	At age 14 Franks bought his first guitar, a Japanese Marco Polo for $29.95 with six private lessons included - the only music education that he received. At University High in Irvine, Franks discovered the poetry of Theodore Roethke with his off-rhymes and hidden meter.	his	238	Franks	184	FALSE	Theodore Roethke	216	TRUE	http://en.wikipedia.org/wiki/Michael_Franks_(musician)
train-2770	Robertson's pioneering, unconventional use of the wah-pedal as an extension of the instrument during soloing rather than as a purely rhythmic effect provided a boost to the band as well. In 1978 Robertson finally left the band and was replaced by guitarist Gary Moore, whom he had replaced in 1974.	he	274	Robertson	195	TRUE	Gary Moore	257	FALSE	http://en.wikipedia.org/wiki/Brian_Robertson
train-2771	Both seem relieved by this mutual honesty on difficult topics. At a gas station, Tony spots Fabian Petrulio, a former member of the DiMeo crime family who turned FBI informant and was relocated under the Witness Protection Program. Tony resolves to locate and execute Petrulio while continuing his trip with Meadow. After leaving his daughter at a college bar, Tony confirms Petrulio's identity when he sees a bust of Ronald Reagan in his office, similar to those Petrulio had sculpted while in prison.	his	330	Tony	361	TRUE	Petrulio	375	FALSE	http://en.wikipedia.org/wiki/College_(The_Sopranos)
train-2772	In all, Miller wrote twice the number of opinions as any of his colleagues on the Court, leading future Chief Justice William Rehnquist to describe him as ``very likely the dominant figure'' on the Court in his time. When Chief Justice Salmon P. Chase died in 1873, attorneys and law journals across the country lobbied for Miller to be appointed to succeed him, but President Ulysses Grant was determined to appoint an outsider.	him	358	Salmon P. Chase	236	TRUE	Miller	324	FALSE	http://en.wikipedia.org/wiki/Samuel_Freeman_Miller
train-2773	The firm of Triebert, which was the dominant oboe-making concern in mid-19th century France, fell to pieces with the death of sole proprietor Fr*d*ric Triebert in 1879. By 1882 it had changed management thrice and was eventually sold to the mass-maker Gautrot, itself purchased in 1884 by Couesnon. Fr*d*ric Triebert's last foreman, Fran*ois Lor*e (1835-1902), formed his own oboe making company in 1881, carrying on Triebert's work and tradition.	his	368	Fr*d*ric Triebert	299	FALSE	Fran*ois Lor*e	333	TRUE	http://en.wikipedia.org/wiki/F._Lor%C3%A9e
train-2774	Buckner was raised in Detroit, where he played very early in his career before joining McKinney's Cotton Pickers. He was best known for his time spent in the orchestra of Jimmie Lunceford, where he remained from 1937 to 1943. After working with Lunceford, Buckner primarily played locally in Detroit, where he worked into the 1970s.	he	307	Lunceford	245	FALSE	Buckner	256	TRUE	http://en.wikipedia.org/wiki/Ted_Buckner
train-2775	There he became acquainted with John Smeaton, who during the course of his studies on windmills had devised a descriptive scale for grading wind speed. This scale was included in the paper for which he was awarded the Copley Medal. In Defining the Wind: The Beaufort Scale and How a 19th-Century Admiral Turned Science into Poetry author Scott Huler relates that Dalrymple's voyages had convinced him that a standard scale for measuring the speed of wind at sea would be of great value to sailors, and that he had included Smeaton's scale in his work Practical Navigation, which was written around 1790 but never published.	him	397	Scott Huler	338	TRUE	Dalrymple	363	FALSE	http://en.wikipedia.org/wiki/Alexander_Dalrymple
train-2776	In an article in Contemporary Authors, published two years before her first full-length book of poetry, Finch made a remark that anticipates the focus of her career ``To me, poetic form, with its unverbal, physical power, is radically important in reconnecting us with our human roots and rediscovering our intimacy with nature . . .. rhythmic formal poetry is of great value in celebrating, commemorating, and cementing the bonds of community.'' As Claire Keyes notes in the entry on Finch in Scribner's American Writers, ``A strong current in her work is the decentering of the self, a theme which stems from her deep connection with the natural world and her perception of the self as part of nature.''	her	545	Claire Keyes	450	FALSE	Finch	485	TRUE	http://en.wikipedia.org/wiki/Annie_Finch
train-2777	In preparation for his fight with Bisping, Akiyama switched to Jackson's Submission Fighting in Albuquerque, New Mexico. It is unclear whether the switch is permanent. Even though Akiyama lost to Bisping, he rocked him in the first round.	he	205	Akiyama	180	TRUE	Bisping	196	FALSE	http://en.wikipedia.org/wiki/Yoshihiro_Akiyama
train-2778	David Meli - (175 cm 76 kg) born 11 Sep 1992 in PNG was drafted by Essendon Football Club through its international rookie list in 2009 Meli was a member of the international champion PNG Mosquitos at just 16 years of age. He played senior football at the age of 17 with the Southport Football Club. Meli was selected by n the 2009 Rookie Draft as an International Rookie. His father, Peter, won three Arafura Games titles with the Mosquitos and played in the 2002 International Cup Grand Final side.	His	373	Meli	300	TRUE	International Rookie	351	FALSE	http://en.wikipedia.org/wiki/Australian_rules_football_in_Papua_New_Guinea
train-2779	Sonoda married Mayumi Sonoda (** ** Sonoda Mayumi) in early November, 1987 and set off on their honeymoon on November 28, 1987 to South Africa. Sonada and his wife were passengers on the South African Airways Flight 295 that crashed near the island of Mauritius after a fire on board the plane. At the time of his death, Sonoda was training Kenta Kobashi, who debuted nearly three months after his death.	his	310	Sonoda	321	TRUE	Kenta Kobashi	341	FALSE	http://en.wikipedia.org/wiki/Kazuharu_Sonoda
train-2780	She married Sir Man-kam Lo, a prominent Eurasian lawyer and legislator who was knighted by Queen Elizabeth II after World War II. Their son, Lo Tak-shing, was a former lawyer and legislator in Hong Kong who once ran against Tung Chee Hwa for Chief Executive. Three other daughters -- Irene Cheng, Jean Gittins and Florence Yeo -- wrote memoirs chronicling their war-time experiences in colonial Hong Kong. Jean Gittins migrated to Melbourne Australia after the World War where she worked in the Pathology Department of Melbourne University.	she	477	Irene Cheng	284	FALSE	Florence Yeo	314	FALSE	http://en.wikipedia.org/wiki/Robert_Hotung
